Name;X;Y;Lat;Long
GUNNERSBURY AVENUE;518586;180587;51.511774;-0.29252723
CATFORD & CATFORD BRIDGE STATIONS #;537413;173566;51.444422;-0.024114113
PARK AVENUE;512670;180010;51.507798;-0.37792532
PARK AVENUE;512644;179985;51.507578;-0.37830777
SOUTHALL STATION #;512613;179812;51.50603;-0.37880944
SUSSEX ROAD;511991;179179;51.500464;-0.38796846
DERLEY ROAD;511703;178974;51.498678;-0.39218068
BRENT ROAD;511504;178882;51.497891;-0.39507534
BROMYARD AVENUE;521384;180098;51.506786;-0.2523952
BRENT ROAD;511546;178880;51.497864;-0.39447118
WENTWORTH ROAD;511240;178763;51.496873;-0.39891438
WENTWORTH ROAD;511180;178817;51.49737;-0.39976135
THE CRANE;510205;178859;51.497938;-0.41378804
THE CRANE;510259;178871;51.498036;-0.41300669
HAROLD AVENUE;509833;179019;51.499449;-0.41909508
HAROLD AVENUE;509957;178967;51.498957;-0.41732561
OLD STATION ROAD;509561;179180;51.500948;-0.42296208
FAIREY CORNER;509532;179285;51.501898;-0.42334714
HAYES AND HARLINGTON STATION #;509708;179418;51.503059;-0.42077119
BROMYARD AVENUE;521453;180082;51.506627;-0.25140699
BUXTON ROAD;538904;194487;51.632053;0.005574222
STANLEY ROAD;538880;194456;51.63178;0.005215398
LARKSHALL ROAD;538728;194096;51.628583;0.002878166
ENDLEBURY ROAD;538650;193501;51.623255;0.001516669
COLVIN GARDENS;538597;193314;51.621588;0.000677625
COLVIN GARDENS;538583;193266;51.62116;0.000456553
SILVERTHORN CENTRE;538526;193167;51.620285;-0.00040539
MAPLETON ROAD;538462;192982;51.618638;-0.0014023
MAPLETON ROAD;538418;192942;51.618289;-0.002053223
LARKSWOOD SCHOOL;537799;192855;51.617659;-0.011022578
LARKSWOOD SCHOOL;537701;192793;51.617126;-0.012461519
CHASE LANE SCHOOL;536995;192746;51.616876;-0.022670691
CHASE LANE SCHOOL;536951;192740;51.616833;-0.023308153
WALTHAM WAY;536614;192703;51.616582;-0.028187007
TOOTING STATION #;527905;170537;51.419426;-0.16194184
SOUTHWARK BRIDGE / BANKSIDE PIER;532310;180408;51.507122;-0.094938219
WALTHAM WAY;536750;192767;51.617124;-0.026198967
LOWER HALL LANE;536555;192474;51.614539;-0.029127791
LOWER HALL LANE;536589;192587;51.615546;-0.02859304
CORK TREE RETAIL PARK;536418;192218;51.612271;-0.031204777
CORK TREE RETAIL PARK;536522;192338;51.613325;-0.029657035
HARBET ROAD / COOKS FERRY;535880;192318;51.6133;-0.038931101
HARBET ROAD / COOKS FERRY;535880;192268;51.612851;-0.038950467
WARREN ROAD;520072;171013;51.425415;-0.2743732
MONTAGU ROAD;534802;192315;51.613532;-0.054491712
MONTAGU ROAD;534805;192266;51.613091;-0.054467239
ULSTER GARDENS;532162;192563;51.616386;-0.092504022
ULSTER GARDENS;532204;192530;51.61608;-0.091910192
MELVILLE GARDENS;531436;192266;51.613887;-0.10309514
UNITED SYNAGOGUE;530151;192043;51.612181;-0.12172605
ALBERT ROAD;529538;190938;51.602392;-0.13098192
ALBERT ROAD;529497;190857;51.601674;-0.13160346
ST ANDREW'S CHURCH;528777;190375;51.597507;-0.14217035
WARREN ROAD;520042;170917;51.424559;-0.27483698
ST ANDREW'S CHURCH;528811;190381;51.597553;-0.14167755
MUSWELL HILL ROAD;528541;189527;51.58994;-0.14588604
MUSWELL HILL ROAD;528545;189505;51.589742;-0.14583638
FORTISMERE AVENUE;528254;189653;51.591138;-0.1499806
BIRCHWOOD AVENUE;528363;189635;51.590952;-0.14841459
MIDHURST AVENUE;528043;189638;51.591051;-0.15303026
MIDHURST AVENUE;528002;189624;51.590935;-0.15362689
TWYFORD AVENUE;527611;189538;51.59025;-0.15929925
TWYFORD AVENUE;527561;189518;51.590082;-0.16002788
GREAT NORTH ROAD;527266;189032;51.585781;-0.16445995
BRACKLEY ROAD;537461;170393;51.415897;-0.024654097
HIGH STREET KENSINGTON STATION <>;525436;179521;51.500716;-0.19424644
KENSINGTON PALACE;525848;179725;51.502458;-0.18824127
KINGSHILL AVENUE;516728;189459;51.591898;-0.31634787
KINGSHILL AVENUE;516800;189494;51.592198;-0.31529735
KENMORE AVENUE;516394;189374;51.591203;-0.32119532
HARROW LEISURE CENTRE;515823;189422;51.591752;-0.32941836
HARROW LEISURE CENTRE;515893;189480;51.592259;-0.32838919
BRACKLEY ROAD;537460;170431;51.416239;-0.024653747
THE WEALDSTONE CENTRE;515410;189694;51.594281;-0.33528819
KENMORE AVENUE;516241;189325;51.590794;-0.32341914
HARROW CROWN COURT;515074;189574;51.593272;-0.34017595
HARROW CROWN COURT;515009;189571;51.593258;-0.34111485
PINNER VIEW;514250;189379;51.591686;-0.3521294
KINGSFIELD AVENUE;513912;189115;51.589382;-0.35709207
KINGSFIELD AVENUE;513862;189091;51.589176;-0.35782127
PINNER ROAD;513674;188759;51.586231;-0.36064122
BOWES ROAD;530141;192043;51.612183;-0.12187039
PINNER ROAD;513686;188807;51.586659;-0.36045256
NORTH HARROW STATION <>;513566;188552;51.584392;-0.36226628
NORTH HARROW STATION <>;513558;188572;51.584573;-0.36237523
THE RIDGEWAY;513410;188290;51.582068;-0.36460143
THE RIDGEWAY;513378;188203;51.581293;-0.36509113
VILLAGE WAY EAST;513146;187815;51.577852;-0.36856283
VICARAGE WAY;513191;187862;51.578266;-0.36789858
RAYNERS LANE STATION <>;513000;187441;51.57452;-0.37078907
UXBRIDGE ROAD;515065;191597;51.611455;-0.33964278
BROOKSHILL GATE;514957;192079;51.615809;-0.34104386
BROWNLOW ROAD;530099;192161;51.613254;-0.12243285
CLAMP HILL;514811;192579;51.620333;-0.34298797
CLAMP HILL;514848;192707;51.621476;-0.34241184
TANGLEWOOD;514978;193311;51.626877;-0.34033677
PRIORY CLOSE;514830;193086;51.624885;-0.34254762
PENNINE DRIVE;523784;186504;51.563837;-0.21558188
CLEVELAND GARDENS;524055;186859;51.566968;-0.21154908
CLEVELAND GARDENS;524085;186871;51.567069;-0.21111223
HENDON WAY;524278;187050;51.568635;-0.20826588
HENDON WAY;524264;187024;51.568405;-0.20847695
THE VALE / HENDON WAY;524491;186915;51.567375;-0.20524203
DUNSTAN ROAD;524652;187058;51.568625;-0.20286968
DUNSTAN ROAD;524682;187096;51.56896;-0.20242359
MULKERN ROAD;529809;187357;51.570149;-0.12839411
SUNNYSIDE ROAD;529839;187400;51.570529;-0.12794561
HAZELLVILLE ROAD;530001;187295;51.569548;-0.12564827
HORNSEY ROAD;530097;187320;51.56975;-0.12425466
HORNSEY LANE;529887;187813;51.574229;-0.12710087
HORNSEY LANE;529909;187927;51.575249;-0.12674147
TOTTENHAM LANE Y M C A;530385;188706;51.582139;-0.11958758
HORNSEY POLICE STATION;530620;188924;51.584044;-0.11611684
HORNSEY POLICE STATION;530600;188914;51.583959;-0.11640906
HORNSEY STATION #;530882;189189;51.586365;-0.11223882
STANLEY ROAD;531907;189293;51.58706;-0.097413627
WEST GREEN PRIMARY SCHOOL;532119;189187;51.586058;-0.09439524
ALEXANDRA GROVE;531767;187099;51.567377;-0.10025557
WEST GREEN PRIMARY SCHOOL;532263;189199;51.586132;-0.092313472
BLACK BOY LANE;532370;189202;51.586134;-0.090768828
BLACK BOY LANE;532443;189231;51.586378;-0.089704847
WEST GREEN BAPTIST CHURCH;532790;189170;51.585748;-0.084722288
WEST GREEN BAPTIST CHURCH;532907;189141;51.58546;-0.083045512
BRUNSWICK ROAD;533317;189072;51.584743;-0.077157424
BEDFORD ROAD;533168;189123;51.585236;-0.079287394
SEVEN SISTERS STATION <> #;533528;188998;51.584028;-0.074141913
SEVEN SISTERS STATION <> #;533606;188995;51.583983;-0.07301794
TROCADERO / HAYMARKET;529577;180725;51.510603;-0.13417893
BRENT TOWN HALL;519739;186598;51.565554;-0.2738775
BRENT TOWN HALL;519613;186569;51.56532;-0.27570432
HIGHVIEW AVENUE;520064;192904;51.622159;-0.26703532
KENILWORTH ROAD;520144;192925;51.62233;-0.26587307
GOLDBEATERS GROVE;521079;191292;51.607454;-0.25293702
GOLDBEATERS GROVE;521146;191365;51.608096;-0.25194478
BURNT OAK LEISURE CENTRE;520844;191091;51.605698;-0.25639808
BURNT OAK LEISURE CENTRE;520787;191013;51.605009;-0.2572476
THE HIGHLANDS;519760;190265;51.598506;-0.27232521
THE HIGHLANDS;519697;190289;51.598735;-0.27322616
TURNER ROAD;518832;190038;51.596662;-0.28579382
TURNER ROAD;518807;190020;51.596506;-0.28616067
QUEENSBURY STATION <>;518862;189793;51.594454;-0.28544383
THE HONEYPOT;518452;189730;51.593974;-0.29138121
THE HONEYPOT;518536;189668;51.593399;-0.29019006
MORLEY CRESCENT WEST;517557;189788;51.594683;-0.30427621
MORLEY CRESCENT WEST;517501;189761;51.594452;-0.30509331
KENTON LIBRARY;517136;189605;51.593126;-0.31041218
HUNTERS GROVE;517211;189341;51.590737;-0.30941807
HUNTERS GROVE;517279;189267;51.590058;-0.30846164
KENTON ROAD;517368;188949;51.587182;-0.30728374
WOODCOCK HILL / KENTON LANE;517358;188840;51.586204;-0.30746442
UPTON GARDENS;516876;188510;51.583338;-0.31452805
ODEON PARADE / UPTON GARDENS;516956;188604;51.584167;-0.31334267
HARROW HIGH SCHOOL;515972;188056;51.579445;-0.32771924
QUEENSBRIDGE ROAD;533945;183115;51.531063;-0.070365841
ROXBOROUGH AVENUE;514913;187670;51.576192;-0.34312169
ROXBOROUGH AVENUE;514933;187711;51.576556;-0.3428198
WEST STREET;514871;187346;51.573289;-0.34383335
WHITMORE ROAD;514865;187393;51.573712;-0.34390454
GRANGE ROAD;514590;186810;51.568528;-0.34806093
GRANGE ROAD;514580;186779;51.568252;-0.34821524
CORBINS LANE;514038;186123;51.562466;-0.35624447
CORBINS LANE;513993;186035;51.561684;-0.35692187
STATION PARADE;513764;185715;51.558854;-0.36032743
STATION PARADE;513715;185629;51.558091;-0.36106173
DANEMEAD GROVE;513676;185398;51.556023;-0.36169866
NORTHOLT FIRE STATION;513796;185193;51.554156;-0.36003477
MOAT FARM ROAD;513108;184322;51.546466;-0.37023371
WOOD END LANE;513701;184818;51.550805;-0.36152552
KINGSTON CLOSE;512821;184046;51.544043;-0.37445922
ALDERNEY GARDENS;512928;184147;51.544929;-0.37288452
SYCAMORE CLOSE;512296;183658;51.54066;-0.3821504
TARGET ROUNDABOUT;512514;183870;51.542522;-0.37894062
BENGARTH ROAD / NORTHOLT LIBRARY;512147;183538;51.539611;-0.38433617
BENGARTH ROAD / NORTHOLT LIBRARY;512033;183490;51.539202;-0.38599451
WARNER PLACE;534317;183152;51.531307;-0.064992063
KINGSHILL AVENUE;511308;182756;51.532748;-0.39667565
KINGSHILL AVENUE;511325;182868;51.533752;-0.39639529
SHAFTESBURY WAYE;511000;181563;51.522086;-0.40148975
FINCHLEY ROAD / O2 CENTRE;526246;184797;51.547951;-0.1806943
SHAFTESBURY WAYE;510936;181514;51.521658;-0.40242724
PRECINCT ROAD;510402;180712;51.514555;-0.41037178
PRECINCT ROAD;510395;180665;51.514134;-0.41048732
EAST WAY;510171;180259;51.510528;-0.4138408
EAST WAY;510173;180285;51.510761;-0.41380387
WARNER PLACE;534359;183174;51.531495;-0.064378549
CLAYTON ROAD;509770;179570;51.504413;-0.41983104
FAIREY CORNER;509479;179177;51.500937;-0.42414389
REDMEAD ROAD;509375;178969;51.499088;-0.42570601
REDMEAD ROAD;509329;178835;51.497892;-0.42640991
CLEMENT GARDENS;509146;178758;51.497236;-0.42906891
PINKWELL AVENUE;509078;178815;51.497761;-0.4300305
THREE COLTS LANE;535018;182498;51.525263;-0.055142709
GUINNESS CLOSE;508911;179327;51.502395;-0.43227742
CONWAY DRIVE;508255;179389;51.503078;-0.44170584
TWICKENHAM GREEN;515375;173039;51.444599;-0.34124051
TWICKENHAM GREEN;515325;173014;51.444385;-0.34196778
FIRST CROSS ROAD;515131;172999;51.444289;-0.34476289
FIRST CROSS ROAD;515051;172982;51.444153;-0.34591902
MEADWAY;514944;172954;51.443923;-0.34746704
MEADWAY;514820;172880;51.443283;-0.34927446
MILL ROAD;514504;172660;51.441369;-0.35389037
SIXTH CROSS ROAD;514153;172474;51.439768;-0.3589983
SIXTH CROSS ROAD;514087;172441;51.439485;-0.35995809
WILLOW WAY;513859;172504;51.440097;-0.36321677
WILLOW WAY;513745;172639;51.441333;-0.36481292
LONGFORD ROAD;513467;173087;51.445416;-0.3686676
LONGFORD ROAD;513518;173067;51.445226;-0.36794047
CHEYNE AVENUE;513149;173281;51.447223;-0.37317948
CHEYNE AVENUE;513101;173321;51.447592;-0.37385713
CHESTER AVENUE;512841;173469;51.448974;-0.37754979
CHESTER AVENUE;512882;173455;51.44884;-0.3769645
GODFREY WAY;512716;173614;51.450302;-0.37930169
SIMPSON ROAD;512956;174030;51.453993;-0.37571667
NELSON ROAD;513192;174419;51.457443;-0.37219724
NELSON ROAD;513231;174467;51.457866;-0.3716208
CROMWELL ROAD;513354;174686;51.45981;-0.36978106
CROMWELL ROAD;513376;174706;51.459985;-0.36945813
HIBERNIA ROAD;513509;174942;51.46208;-0.36746888
HIBERNIA ROAD;513577;175038;51.462929;-0.36645967
BELL ROAD;513691;175241;51.464731;-0.36475415
PRIORY PARK ROAD;525191;183921;51.540313;-0.19621254
GREAT WEST ROAD;512318;176558;51.476842;-0.3840925
GREAT WEST ROAD;512341;176599;51.477206;-0.38374843
HESTON HOUSE;512429;176839;51.479345;-0.38240552
HESTON HOUSE;512435;176925;51.480117;-0.38229181
CRANFORD LANE;512528;177382;51.484206;-0.38080769
CRANFORD LANE;512477;177217;51.482733;-0.38159436
NEW HESTON ROAD;512592;177456;51.484858;-0.37986281
NEW HESTON ROAD;512752;177470;51.484952;-0.37755505
KILBURN HIGH ROAD STATION #;525446;183482;51.536312;-0.19269385
FIRST DRIVE;520243;184047;51.542521;-0.267481
HOGARTH GARDENS;513404;177271;51.483034;-0.36823297
HOGARTH GARDENS;513432;177222;51.482588;-0.36784564
GREAT WEST ROAD;513645;176967;51.480253;-0.36486151
KINGS AVENUE;513948;176577;51.476687;-0.3606258
DENBIGH ROAD;513976;176496;51.475953;-0.3602489
HOUNSLOW EAST STATION <>;514226;176166;51.472937;-0.35675732
HOUNSLOW EAST STATION <>;514205;176224;51.473462;-0.35704082
KILBURN HIGH RD STN # / CAMBRIDGE AVENUE;525468;183507;51.536531;-0.19236792
ELLERMAN AVENUE;512495;173267;51.447227;-0.38259093
ELLERMAN AVENUE;512462;173192;51.44656;-0.3830894
PEVENSEY ROAD;512272;172896;51.443937;-0.38591609
PEVENSEY ROAD;512277;172930;51.444241;-0.38583341
UXBRIDGE ROAD;512122;172624;51.441522;-0.38815958
UXBRIDGE ROAD;512012;172448;51.439962;-0.38979724
PARK ROAD;511920;172102;51.43687;-0.39122961
PARK ROAD;511890;171995;51.435914;-0.3916948
BEAR ROAD FLYOVER;511866;171801;51.434175;-0.39210115
BEAR ROAD FLYOVER;511855;171733;51.433566;-0.39228078
MULGRAVE ROAD;521684;185662;51.556726;-0.246154
BEAR ROAD FLYOVER;511845;171690;51.433182;-0.39243815
SWIFT ROAD;512351;171933;51.435266;-0.38508515
APEX CORNER / COUNTRY WAY;512687;172004;51.435837;-0.38023088
APEX CORNER / COUNTRY WAY;512676;172054;51.436289;-0.38037317
CRISPEN ROAD;512406;171919;51.435129;-0.38429868
TWICKENHAM ROAD;512936;172107;51.436714;-0.3766174
TWICKENHAM ROAD;512933;172094;51.436597;-0.37666468
COURT CLOSE AVENUE;513532;172268;51.438042;-0.3679951
COURT CLOSE AVENUE;513577;172294;51.438266;-0.36733963
RICHMOND CIRCUS;518385;175421;51.465387;-0.29715298
MULGRAVE ROAD;521695;185666;51.55676;-0.24599402
RICHMOND CIRCUS;518337;175385;51.465073;-0.29785569
SHEENDALE ROAD;518677;175507;51.466099;-0.29292259
SHEENDALE ROAD;518573;175489;51.465959;-0.29442509
MARKSBURY AVENUE;519381;175744;51.468081;-0.28271275
MORTLAKE ROAD;519620;175837;51.468866;-0.27924219
MORTLAKE ROAD;519667;175824;51.46874;-0.27857027
MORTLAKE CEMETARY;519986;176040;51.470613;-0.27390667
MORTLAKE CEMETERY;519977;176010;51.470346;-0.27404635
HARTINGTON ROAD;520526;176614;51.475658;-0.2659403
KEW BRIDGE STATION #;518916;178026;51.488688;-0.28863648
HARTINGTON ROAD;520509;176579;51.475347;-0.26619689
STAVELEY ROAD;520864;177043;51.479441;-0.26092921
STAVELEY ROAD;520863;177019;51.479226;-0.26095181
ALEXANDRA AVENUE;521000;177214;51.480949;-0.25891324
ALEXANDRA AVENUE;521054;177342;51.482088;-0.25809216
HOGARTH ROUNDABOUT;521333;177730;51.485515;-0.2539431
HOGARTH ROUNDABOUT;521298;177731;51.485532;-0.25444658
UPHAM PARK ROAD;521464;178476;51.492191;-0.25180094
GROSVENOR GARDENS;529076;189518;51.589737;-0.13817092
GROSVENOR GARDENS;529115;189478;51.589369;-0.13762297
GREENFORD ROAD ROUNDABOUT;514852;183166;51.535724;-0.34547107
COWGATE ROAD;514732;183101;51.535164;-0.3472216
COWGATE ROAD;514735;183030;51.534526;-0.34720148
NORWOOD GARDENS;512626;178983;51.498576;-0.37888662
HAREWOOD TERRACE;512879;178807;51.496944;-0.37529969
HAREWOOD TERRACE;512931;178732;51.496259;-0.3745749
NORWOOD GREEN;513196;178475;51.493897;-0.37084148
NORWOOD GREEN;513235;178393;51.493152;-0.37030622
FERN LANE;513142;178047;51.490061;-0.37175604
FERN LANE;513144;178004;51.489674;-0.37174102
ST LEONARD'S CHURCH;513067;177517;51.485312;-0.3730054
ST LEONARD'S CHURCH;513114;177400;51.484251;-0.37236624
LAMPTON AVENUE;513750;176650;51.477383;-0.36345212
HOUNSLOW CIVIC CENTRE;513593;176246;51.473783;-0.36584161
HOUNSLOW CIVIC CENTRE;513577;176241;51.473741;-0.36607348
HOUNSLOW CENTRAL STATION <>;513517;175926;51.470922;-0.3670381
HOUNSLOW CENTRAL STATION <>;513501;176022;51.471788;-0.36723755
SHARPS LANE;508757;187053;51.571866;-0.43211098
HORSEFERRY ROAD;530226;179085;51.495716;-0.12543708
WEST RUISLIP STATION <> #;508349;186795;51.569626;-0.43807524
WEST RUISLIP STATION <> #;508379;186846;51.570079;-0.43762684
OAK AVENUE;508097;186483;51.56687;-0.44180566
OAK AVENUE;508101;186532;51.56731;-0.44173291
DOUAY MARTYRS SCHOOL;507812;185815;51.560921;-0.44612059
DOUAY MARTYRS SCHOOL;507848;185614;51.559107;-0.44566306
SWAKELEYS DRIVE;507742;185348;51.556736;-0.44727295
SWAKELEYS DRIVE;507786;185359;51.556827;-0.44663515
HORSEFERRY ROAD;530243;179063;51.495514;-0.12520044
HILLINGDON CIRCUS;507626;184754;51.55142;-0.4491271
HILLINGDON CIRCUS;507645;184690;51.550841;-0.44887274
OAK FARM LIBRARY;507571;183744;51.542352;-0.45022851
CLIFTON GARDENS;507450;183304;51.53842;-0.45210681
ADAM & EVE;509890;181405;51.520883;-0.41753141
ADAM & EVE;509899;181391;51.520755;-0.41740611
FREEMANS LANE;509742;180865;51.516058;-0.41983166
LONGMEAD ROAD;509740;180791;51.515393;-0.41988348
TOWNFIELD ROAD;509744;180519;51.512948;-0.41991045
TOWNFIELD ROAD;509726;180481;51.51261;-0.42018155
BOTWELL LANE;509688;180196;51.510056;-0.4208175
BOTWELL LANE;509687;180112;51.509301;-0.42085801
BOTWELL GREEN;509797;179927;51.507617;-0.41933116
BRICKFIELD LANE;508750;177889;51.489501;-0.43503876
WEST END LANE;508790;177408;51.48517;-0.43461092
MANOR LANE;508694;177671;51.487553;-0.43591206
MANSE CLOSE;508729;177580;51.486728;-0.43543617
WEST END LANE;508828;177256;51.483797;-0.43411066
HARLINGTON CORNER;508808;176978;51.481302;-0.43448414
NOBEL DRIVE;509362;176934;51.4808;-0.42652301
CRANESWATER;509755;176963;51.480984;-0.42085691
ABBEY ROAD;525853;183899;51.539969;-0.18667988
CRANESWATER;509832;177006;51.481356;-0.41973516
WAYE AVENUE;510209;176916;51.480474;-0.41433639
WAYE AVENUE;510370;176876;51.480083;-0.41203136
GREAT WEST ROAD;511762;176300;51.474633;-0.39217664
GREAT WEST ROAD;511840;176281;51.474447;-0.39106003
ST MICHAEL & ST MARTIN CHURCH;513099;175699;51.468966;-0.37312618
ST MICHAEL & ST MARTIN CHURCH;513108;175686;51.468847;-0.37300082
WELLINGTON ROAD NORTH;512788;175798;51.469917;-0.37757009
ABBEY ROAD;525774;183866;51.53969;-0.18783017
VALENTINE'S PARK;543236;187443;51.567674;0.065248618
VALENTINE'S PARK;543279;187374;51.567043;0.065840491
ISLAND GARDENS STATION [DLR];538283;178415;51.487784;-0.009708301
ISLE OF DOGS POLICE STATION;538501;178607;51.489456;-0.006495241
PIER STREET;538513;178925;51.492311;-0.006197838
BELSIZE ROAD;525768;183923;51.540203;-0.18789629
THE QUADRANT;518009;175122;51.462778;-0.30266292
THE QUADRANT;517993;175028;51.461937;-0.30292447
MACONOCHIES ROAD;537678;178446;51.48821;-0.018404393
CHURCH AVENUE;508840;187147;51.572695;-0.43088475
ICKENHAM PUMP;507927;186207;51.564422;-0.44434205
WALLASEY CRESCENT;507490;186313;51.565458;-0.45061174
WALLASEY CRESCENT;507479;186328;51.565595;-0.4507658
THORNHILL ROAD;507154;186271;51.565144;-0.45547018
BELSIZE ROAD;525870;183788;51.538967;-0.18647454
THORNHILL ROAD;507243;186292;51.565316;-0.45418027
BREAKSPEAR ROAD SOUTH;506752;186228;51.564834;-0.46128068
BREAKSPEAR ROAD SOUTH;506802;186247;51.564995;-0.46055384
ROKER PARK AVENUE;506372;185925;51.562182;-0.46685243
ROKER PARK AVENUE;506418;185961;51.562497;-0.46617819
WARREN ROAD;506227;185633;51.559585;-0.46903155
WARREN ROAD;506249;185722;51.560381;-0.46868745
HAREFIELD ROAD;506196;185331;51.556877;-0.46956968
HAREFIELD ROAD;506174;185327;51.556845;-0.46988811
NORTH COMMON ROAD;506158;185103;51.554834;-0.47018636
QUEX ROAD;525288;183813;51.539321;-0.19485301
NORTH COMMON ROAD;506175;185090;51.554714;-0.46994516
THE HERMITAGE;506067;184621;51.550519;-0.47164362
THE HERMITAGE;506034;184586;51.550211;-0.47212992
IVYBRIDGE CLOSE;506291;182921;51.535197;-0.46892711
BRUNEL UNIVERSITY;506468;182580;51.532099;-0.46647916
BRUNEL UNIVERSITY;506354;182768;51.53381;-0.46806531
HILLINGDON HOSPITAL;506760;182031;51.527109;-0.46243736
QUEX ROAD;525315;183914;51.540223;-0.19442798
HILLINGDON HOSPITAL;506789;182031;51.527104;-0.46201949
COLHAM ROAD;506968;181926;51.526126;-0.45947204
VIOLET AVENUE;507174;181589;51.523058;-0.45660616
VIOLET AVENUE;507163;181588;51.523051;-0.45676495
PARK VIEW ROAD;507209;181213;51.519672;-0.45621615
BEECHWOOD AVENUE;507254;181348;51.520877;-0.45552678
APPLE TREE AVENUE;506724;180954;51.517436;-0.46328197
APPLE TREE AVENUE;506735;180974;51.517613;-0.46311745
ST PAUL'S CHURCH;512488;175957;51.471406;-0.38183681
YIEWSLEY LIBRARY;505978;180677;51.515086;-0.47411244
BELSIZE ROAD;525492;183638;51.537703;-0.19197542
YIEWSLEY HIGH STREET;506076;180433;51.512875;-0.47277401
YIEWSLEY HIGH STREET;506097;180383;51.512421;-0.47248654
WEST DRAYTON STATION #;506059;180134;51.510191;-0.47310875
TILBURY ROAD;542697;183230;51.529954;0.05576985
ST OLAVE'S ROAD;543233;183689;51.533943;0.063678137
CANONS PARK OPEN SPACE;517500;191710;51.611968;-0.3044554
CANONS PARK OPEN SPACE;517506;191725;51.612102;-0.30436376
STANMORE CHURCH;516731;192195;51.616487;-0.31539477
KILBURN HIGH ROAD STATION #;525506;183638;51.5377;-0.19177366
BOWLS CLOSE;516564;192244;51.616962;-0.31778943
BENTLEY WAY;516294;192094;51.61567;-0.32173714
BENTLEY WAY;516218;192028;51.615092;-0.32285618
CHENDUIT WAY;515987;191955;51.614484;-0.32621512
CHENDUIT WAY;515944;191923;51.614205;-0.32684645
BROCKHURST CORNER;515666;191864;51.613732;-0.33087915
BROCKHURST CORNER;515563;191767;51.612881;-0.33239801
BROOKSHILL;515178;191573;51.611216;-0.33801946
UXBRIDGE ROAD;515086;191429;51.609941;-0.33939473
HARROW WEALD BUS GARAGE;515033;191104;51.607031;-0.34026631
CLAPHAM COMMON NORTH / CEDARS ROAD;528743;175214;51.461268;-0.14819772
LONG ELMES;515050;190863;51.604861;-0.34009992
WEALD LANE;515153;190682;51.603214;-0.33867267
SALVATORIAN COLLEGE;515181;190392;51.600601;-0.3383637
SALVATORIAN COLLEGE;515231;190345;51.600169;-0.33765753
CORBINS LANE;513712;186408;51.565093;-0.36085327
CORBINS LANE;513774;186394;51.564955;-0.35996371
ALEXANDRA AVENUE;513460;186300;51.564173;-0.36452215
ALEXANDRA AVENUE;513325;186243;51.563688;-0.36648728
MALVERN AVENUE;512721;186372;51.564968;-0.37515591
MALVERN AVENUE;512698;186450;51.565674;-0.3754626
NEWQUAY CRESCENT;512554;186774;51.568614;-0.37743558
NEWQUAY CRESCENT;512556;186860;51.569387;-0.37737922
CAPTHORNE AVENUE;512647;186988;51.570519;-0.3760258
CAPTHORNE AVENUE;512681;187060;51.57116;-0.37551236
CANNON LANE;512158;189020;51.58888;-0.38243018
HYDE PARK STREET;527280;180886;51.512572;-0.16720242
BRIDLE ROAD;510873;188438;51.583903;-0.40115456
HYDE PARK STREET;527300;180875;51.512468;-0.16691833
AURIOL DRIVE;507492;184831;51.552137;-0.45103549
AURIOL DRIVE;507546;184843;51.552235;-0.45025329
SWEETCROFT LANE;506983;184514;51.549385;-0.45847024
SWEETCROFT LANE;506932;184460;51.548909;-0.45922188
HONEY HILL;506656;184373;51.548179;-0.46322716
HONEY HILL;506550;184326;51.547777;-0.46476949
HILLINGDON / T A  CENTRE;506190;184312;51.547719;-0.4699635
WESTMINSTER STN<> / PARLIAMENT SQUARE;530142;179734;51.501568;-0.12640727
GIBBS GREEN;520702;192608;51.619362;-0.25792567
GIBBS GREEN;520691;192572;51.619041;-0.25809687
GLENDOR GARDENS;520862;192785;51.620918;-0.25555472
APEX CORNER;520913;192991;51.622759;-0.25474736
APEX CORNER;520945;193000;51.622833;-0.25428224
THE FAIRWAY;520949;193427;51.626669;-0.25407718
THE FAIRWAY;520918;193446;51.626847;-0.25451825
BROOKLAND RISE;525400;189130;51.58708;-0.19134394
BROOKLAND RISE;525443;189093;51.586738;-0.19073681
MIDHOLM;525660;189067;51.586456;-0.18761559
EASTHOLM;525737;189040;51.586196;-0.18651443
BELVEDERE COURT;526850;188877;51.584482;-0.17051707
MONARCH COURT;526621;188902;51.584758;-0.17381151
AYLMER ROAD;527073;188867;51.584342;-0.16730381
THE DRIVE;542281;188354;51.576101;0.051847791
PADNALL ROAD;548343;189261;51.58269;0.13964639
MILL LANE;548442;188440;51.575287;0.14072747
CHADWELL HEATH HIGH ROAD;548554;188030;51.571574;0.14216927
STANLEY AVENUE;548788;187496;51.566714;0.14531732
THE QUADRANT;523344;189353;51.589537;-0.22092689
THE QUADRANT;523363;189363;51.589623;-0.22064925
ALEXANDRA ROAD;523657;189389;51.589792;-0.21639842
ALEXANDRA ROAD;523751;189423;51.590077;-0.21503025
GREAT NORTH WAY;523907;189521;51.590924;-0.21274498
GREAT NORTH WAY;523868;189477;51.590537;-0.21332318
CROOKED USAGE;524219;189789;51.593264;-0.20814872
CROOKED USAGE;524236;189823;51.593565;-0.20789141
ARDEN ROAD;524421;189983;51.594962;-0.20516543
ARDEN ROAD;524458;190066;51.5957;-0.20460214
